"order_id";"order_date";"ship_date";"ship_mode";"customer_id";"product_id";"country";"region";"sales";"quantity";"discount";"profit";"unit_price";"profit_margin"
"CA-2016-121755";"2016-01-16";"2016-01-20";"Second Class";"EH-13945";"TEC-AC-10003027";"United States";"West";91.0;3.0;0.0;12.0;30.33;13.19
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"FUR-BO-10004834";"United States";"East";3083.0;7.0;1.0;-1665.0;440.43;-54.01
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"OFF-BI-10000474";"United States";"East";10.0;2.0;1.0;-7.0;5.0;-70.0
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"FUR-FU-10004848";"United States";"East";124.0;3.0;0.0;16.0;41.33;12.9
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"OFF-EN-10001509";"United States";"East";3.0;2.0;0.0;1.0;1.5;33.33
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"OFF-AR-10004042";"United States";"East";86.0;6.0;0.0;10.0;14.33;11.63
"US-2015-150630";"2015-09-17";"2015-09-21";"Standard Class";"TB-21520";"OFF-AR-10001683";"United States";"East";16.0;2.0;0.0;4.0;8.0;25.0
"CA-2017-107727";"2017-10-19";"2017-10-23";"Second Class";"MA-17560";"OFF-PA-10000249";"United States";"Central";29.0;3.0;0.0;10.0;9.67;34.48
"CA-2016-117590";"2016-12-08";"2016-12-10";"First Class";"GH-14485";"TEC-PH-10004977";"United States";"Central";1098.0;7.0;0.0;123.0;156.86;11.2
"CA-2016-117590";"2016-12-08";"2016-12-10";"First Class";"GH-14485";"FUR-FU-10003664";"United States";"Central";191.0;5.0;1.0;-148.0;38.2;-77.49
"CA-2015-117415";"2015-12-27";"2015-12-31";"Standard Class";"SN-20710";"OFF-EN-10002986";"United States";"Central";113.0;9.0;0.0;35.0;12.56;30.97
"CA-2015-117415";"2015-12-27";"2015-12-31";"Standard Class";"SN-20710";"FUR-BO-10002545";"United States";"Central";532.0;3.0;0.0;-47.0;177.33;-8.83
"CA-2015-117415";"2015-12-27";"2015-12-31";"Standard Class";"SN-20710";"FUR-CH-10004218";"United States";"Central";212.0;3.0;0.0;-15.0;70.67;-7.08
"CA-2015-117415";"2015-12-27";"2015-12-31";"Standard Class";"SN-20710";"TEC-PH-10000486";"United States";"Central";371.0;4.0;0.0;42.0;92.75;11.32
"CA-2017-120999";"2017-09-10";"2017-09-15";"Standard Class";"LC-16930";"TEC-PH-10004093";"United States";"Central";147.0;4.0;0.0;17.0;36.75;11.56
"CA-2016-101343";"2016-07-17";"2016-07-22";"Standard Class";"RA-19885";"OFF-ST-10003479";"United States";"West";78.0;2.0;0.0;4.0;39.0;5.13
"CA-2017-139619";"2017-09-19";"2017-09-23";"Standard Class";"ES-14080";"OFF-ST-10003282";"United States";"South";96.0;2.0;0.0;10.0;48.0;10.42
"CA-2016-118255";"2016-03-11";"2016-03-13";"First Class";"ON-18715";"TEC-AC-10000171";"United States";"Central";46.0;2.0;0.0;20.0;23.0;43.48
"CA-2016-118255";"2016-03-11";"2016-03-13";"First Class";"ON-18715";"OFF-BI-10003291";"United States";"Central";17.0;2.0;0.0;8.0;8.5;47.06
"CA-2014-146703";"2014-10-20";"2014-10-25";"Second Class";"PO-18865";"OFF-ST-10001713";"United States";"Central";212.0;4.0;0.0;8.0;53.0;3.77
"CA-2016-169194";"2016-06-20";"2016-06-25";"Standard Class";"LH-16900";"TEC-AC-10002167";"United States";"East";45.0;3.0;0.0;5.0;15.0;11.11
"CA-2016-169194";"2016-06-20";"2016-06-25";"Standard Class";"LH-16900";"TEC-PH-10003988";"United States";"East";22.0;2.0;0.0;6.0;11.0;27.27
"CA-2015-115742";"2015-04-18";"2015-04-22";"Standard Class";"DP-13000";"OFF-BI-10004410";"United States";"Central";38.0;6.0;0.0;18.0;6.33;47.37
"CA-2015-115742";"2015-04-18";"2015-04-22";"Standard Class";"DP-13000";"OFF-LA-10002762";"United States";"Central";75.0;6.0;0.0;35.0;12.5;46.67
"CA-2015-115742";"2015-04-18";"2015-04-22";"Standard Class";"DP-13000";"FUR-FU-10001706";"United States";"Central";6.0;2.0;0.0;3.0;3.0;50.0
"CA-2015-115742";"2015-04-18";"2015-04-22";"Standard Class";"DP-13000";"FUR-CH-10003061";"United States";"Central";90.0;1.0;0.0;17.0;90.0;18.89
"CA-2016-105816";"2016-12-11";"2016-12-17";"Standard Class";"JM-15265";"OFF-FA-10000304";"United States";"East";15.0;7.0;0.0;6.0;2.14;40.0
"CA-2016-105816";"2016-12-11";"2016-12-17";"Standard Class";"JM-15265";"TEC-PH-10002447";"United States";"East";1030.0;5.0;0.0;299.0;206.0;29.03
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"OFF-ST-10000604";"United States";"East";209.0;6.0;0.0;52.0;34.83;24.88
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"OFF-PA-10001569";"United States";"East";32.0;5.0;0.0;16.0;6.4;50.0
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"FUR-CH-10003968";"United States";"East";319.0;5.0;0.0;7.0;63.8;2.19
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"OFF-PA-10000587";"United States";"East";15.0;2.0;0.0;7.0;7.5;46.67
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"TEC-AC-10002167";"United States";"East";30.0;2.0;0.0;3.0;15.0;10.0
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"OFF-BI-10001460";"United States";"East";48.0;4.0;0.0;16.0;12.0;33.33
"CA-2016-111682";"2016-06-17";"2016-06-18";"First Class";"TB-21055";"OFF-AR-10001868";"United States";"East";2.0;1.0;0.0;1.0;2.0;50.0
"CA-2015-135545";"2015-11-24";"2015-11-30";"Standard Class";"KM-16720";"TEC-AC-10004633";"United States";"West";14.0;2.0;0.0;6.0;7.0;42.86
"CA-2015-135545";"2015-11-24";"2015-11-30";"Standard Class";"KM-16720";"OFF-BI-10001078";"United States";"West";26.0;6.0;0.0;9.0;4.33;34.62
"CA-2015-135545";"2015-11-24";"2015-11-30";"Standard Class";"KM-16720";"OFF-PA-10003892";"United States";"West";147.0;3.0;0.0;69.0;49.0;46.94
"CA-2015-135545";"2015-11-24";"2015-11-30";"Standard Class";"KM-16720";"FUR-FU-10000397";"United States";"West";80.0;4.0;0.0;22.0;20.0;27.5
"US-2015-164175";"2015-04-30";"2015-05-05";"Standard Class";"PS-18970";"FUR-CH-10001146";"United States";"Central";213.0;5.0;0.0;-15.0;42.6;-7.04
"CA-2014-106376";"2014-12-05";"2014-12-10";"Standard Class";"BS-11590";"OFF-AR-10002671";"United States";"West";1113.0;8.0;0.0;111.0;139.13;9.97
"CA-2014-106376";"2014-12-05";"2014-12-10";"Standard Class";"BS-11590";"TEC-PH-10002726";"United States";"West";168.0;4.0;0.0;63.0;42.0;37.5
"CA-2016-119823";"2016-06-04";"2016-06-06";"First Class";"KD-16270";"OFF-PA-10000482";"United States";"South";76.0;2.0;0.0;36.0;38.0;47.37
"CA-2016-106075";"2016-09-18";"2016-09-23";"Standard Class";"HM-14980";"OFF-BI-10004654";"United States";"East";5.0;1.0;0.0;2.0;5.0;40.0
"CA-2017-114440";"2017-09-14";"2017-09-17";"Second Class";"TB-21520";"OFF-PA-10004675";"United States";"Central";19.0;3.0;0.0;9.0;6.33;47.37
"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"FUR-CH-10000513";"United States";"South";832.0;8.0;0.0;-114.0;104.0;-13.7
"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"FUR-FU-10003708";"United States";"South";97.0;2.0;0.0;1.0;48.5;1.03
"US-2015-134026";"2015-04-26";"2015-05-02";"Standard Class";"JE-15745";"OFF-ST-10004123";"United States";"South";73.0;1.0;0.0;-18.0;73.0;-24.66
"US-2017-118038";"2017-12-09";"2017-12-11";"First Class";"KB-16600";"OFF-BI-10004182";"United States";"Central";1.0;3.0;1.0;-2.0;0.33;-200.0
"US-2017-118038";"2017-12-09";"2017-12-11";"First Class";"KB-16600";"OFF-ST-10000615";"United States";"Central";27.0;3.0;0.0;3.0;9.0;11.11
"US-2014-147606";"2014-11-26";"2014-12-01";"Second Class";"JE-15745";"FUR-FU-10003194";"United States";"Central";19.0;5.0;1.0;-14.0;3.8;-73.68
"CA-2016-127208";"2016-06-12";"2016-06-15";"First Class";"SC-20770";"OFF-AP-10002118";"United States";"South";208.0;1.0;0.0;56.0;208.0;26.92
"CA-2016-127208";"2016-06-12";"2016-06-15";"First Class";"SC-20770";"OFF-BI-10002309";"United States";"South";17.0;3.0;0.0;8.0;5.67;47.06
"CA-2014-139451";"2014-10-12";"2014-10-16";"Standard Class";"DN-13690";"OFF-AR-10002053";"United States";"West";15.0;5.0;0.0;4.0;3.0;26.67
"CA-2014-139451";"2014-10-12";"2014-10-16";"Standard Class";"DN-13690";"OFF-ST-10002370";"United States";"West";21.0;1.0;0.0;6.0;21.0;28.57
"CA-2015-149734";"2015-09-03";"2015-09-08";"Standard Class";"JC-16105";"OFF-EN-10000927";"United States";"South";201.0;7.0;0.0;63.0;28.71;31.34
"US-2017-119662";"2017-11-13";"2017-11-16";"First Class";"CS-12400";"OFF-ST-10003656";"United States";"Central";230.0;3.0;0.0;-49.0;76.67;-21.3
"CA-2017-140088";"2017-05-28";"2017-05-30";"Second Class";"PO-18865";"FUR-CH-10000863";"United States";"South";302.0;2.0;0.0;33.0;151.0;10.93
"CA-2017-155558";"2017-10-26";"2017-11-02";"Standard Class";"PG-18895";"TEC-AC-10001998";"United States";"Central";20.0;1.0;0.0;7.0;20.0;35.0
"CA-2017-155558";"2017-10-26";"2017-11-02";"Standard Class";"PG-18895";"OFF-LA-10000134";"United States";"Central";6.0;2.0;0.0;3.0;3.0;50.0
"CA-2016-159695";"2016-04-05";"2016-04-10";"Second Class";"GM-14455";"OFF-ST-10003442";"United States";"Central";158.0;7.0;0.0;14.0;22.57;8.86
"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"OFF-AR-10004930";"United States";"West";20.0;3.0;0.0;7.0;6.67;35.0
"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"TEC-PH-10004093";"United States";"West";74.0;2.0;0.0;8.0;37.0;10.81
"CA-2016-109806";"2016-09-17";"2016-09-22";"Standard Class";"JS-15685";"OFF-PA-10000304";"United States";"West";6.0;1.0;0.0;3.0;6.0;50.0
"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"OFF-PA-10003177";"United States";"Central";13.0;2.0;0.0;6.0;6.5;46.15
"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"FUR-FU-10003799";"United States";"Central";53.0;3.0;0.0;17.0;17.67;32.08
"CA-2015-149587";"2015-01-31";"2015-02-05";"Second Class";"KB-16315";"OFF-BI-10002852";"United States";"Central";33.0;2.0;0.0;16.0;16.5;48.48
"US-2017-109484";"2017-11-06";"2017-11-12";"Standard Class";"RB-19705";"OFF-BI-10004738";"United States";"West";6.0;1.0;1.0;-4.0;6.0;-66.67
"CA-2017-161018";"2017-11-09";"2017-11-11";"Second Class";"PN-18775";"FUR-FU-10000629";"United States";"East";97.0;7.0;0.0;41.0;13.86;42.27
"CA-2017-157833";"2017-06-17";"2017-06-20";"First Class";"KD-16345";"OFF-BI-10001721";"United States";"West";51.0;3.0;0.0;18.0;17.0;35.29
"CA-2016-149223";"2016-09-06";"2016-09-11";"Standard Class";"ER-13855";"OFF-AP-10000358";"United States";"Central";78.0;6.0;0.0;23.0;13.0;29.49
"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"OFF-PA-10003256";"United States";"Central";65.0;7.0;0.0;23.0;9.29;35.38
"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"TEC-AC-10001767";"United States";"Central";96.0;3.0;0.0;-11.0;32.0;-11.46
"CA-2016-158568";"2016-08-29";"2016-09-02";"Standard Class";"RB-19465";"OFF-BI-10002609";"United States";"Central";2.0;3.0;1.0;-3.0;0.67;-150.0
"CA-2016-129903";"2016-12-01";"2016-12-04";"Second Class";"GZ-14470";"OFF-PA-10004040";"United States";"Central";24.0;4.0;0.0;12.0;6.0;50.0
"US-2015-156867";"2015-11-13";"2015-11-17";"Standard Class";"LC-16870";"TEC-AC-10001552";"United States";"West";239.0;6.0;0.0;-27.0;39.83;-11.3
"US-2015-156867";"2015-11-13";"2015-11-17";"Standard Class";"LC-16870";"FUR-FU-10004006";"United States";"West";102.0;3.0;0.0;-4.0;34.0;-3.92
"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"TEC-AC-10003499";"United States";"South";74.0;8.0;0.0;18.0;9.25;24.32
"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"TEC-PH-10002844";"United States";"South";28.0;1.0;0.0;2.0;28.0;7.14
"CA-2017-119004";"2017-11-23";"2017-11-28";"Standard Class";"JM-15250";"OFF-AR-10000390";"United States";"South";3.0;1.0;0.0;1.0;3.0;33.33
"CA-2015-129476";"2015-10-15";"2015-10-20";"Standard Class";"PA-19060";"TEC-AC-10000844";"United States";"Central";340.0;5.0;0.0;68.0;68.0;20.0
"CA-2017-146780";"2017-12-25";"2017-12-30";"Standard Class";"CV-12805";"FUR-FU-10001934";"United States";"East";42.0;2.0;0.0;11.0;21.0;26.19
"CA-2016-128867";"2016-11-03";"2016-11-10";"Standard Class";"CL-12565";"OFF-AR-10000380";"United States";"Central";76.0;2.0;0.0;23.0;38.0;30.26
"CA-2016-128867";"2016-11-03";"2016-11-10";"Standard Class";"CL-12565";"OFF-BI-10003981";"United States";"Central";27.0;6.0;0.0;13.0;4.5;48.15
"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-FA-10000621";"United States";"East";40.0;14.0;0.0;15.0;2.86;37.5
"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-EN-10002600";"United States";"East";5.0;2.0;0.0;2.0;2.5;40.0
"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-PA-10004965";"United States";"East";24.0;3.0;0.0;7.0;8.0;29.17
"CA-2014-115259";"2014-08-25";"2014-08-27";"Second Class";"RC-19960";"OFF-EN-10002504";"United States";"East";130.0;6.0;0.0;44.0;21.67;33.85
"CA-2015-110457";"2015-03-02";"2015-03-06";"Standard Class";"DK-13090";"FUR-TA-10001768";"United States";"West";788.0;3.0;0.0;165.0;262.67;20.94
"US-2015-136476";"2015-04-05";"2015-04-10";"Standard Class";"GG-14650";"OFF-BI-10003650";"United States";"South";158.0;1.0;1.0;-116.0;158.0;-73.42
"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"FUR-FU-10002157";"United States";"East";47.0;3.0;0.0;18.0;15.67;38.3
"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-BI-10003910";"United States";"East";31.0;4.0;0.0;14.0;7.75;45.16
"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-ST-10000777";"United States";"East";227.0;6.0;0.0;63.0;37.83;27.75
"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"OFF-EN-10002500";"United States";"East";115.0;9.0;0.0;52.0;12.78;45.22
"CA-2016-103730";"2016-06-12";"2016-06-15";"First Class";"SC-20725";"TEC-PH-10003875";"United States";"East";68.0;7.0;0.0;20.0;9.71;29.41
"US-2014-152030";"2014-12-26";"2014-12-28";"Second Class";"AD-10180";"FUR-CH-10004063";"United States";"Central";601.0;3.0;0.0;-9.0;200.33;-1.5
"US-2014-134614";"2014-09-20";"2014-09-25";"Standard Class";"PF-19165";"FUR-TA-10004534";"United States";"Central";618.0;6.0;1.0;-408.0;103.0;-66.02
"US-2017-107272";"2017-11-05";"2017-11-12";"Standard Class";"TS-21610";"OFF-BI-10003274";"United States";"West";2.0;2.0;1.0;-2.0;1.0;-100.0
"US-2017-107272";"2017-11-05";"2017-11-12";"Standard Class";"TS-21610";"OFF-ST-10002974";"United States";"West";244.0;7.0;0.0;30.0;34.86;12.3
"US-2016-125969";"2016-11-06";"2016-11-10";"Second Class";"LS-16975";"FUR-CH-10001146";"United States";"West";81.0;2.0;0.0;-9.0;40.5;-11.11
"US-2016-125969";"2016-11-06";"2016-11-10";"Second Class";"LS-16975";"FUR-FU-10003773";"United States";"West";239.0;3.0;0.0;26.0;79.67;10.88
"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"TEC-PH-10002293";"United States";"East";60.0;5.0;0.0;-12.0;12.0;-20.0
"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"OFF-PA-10002377";"United States";"East";78.0;2.0;0.0;29.0;39.0;37.18
"US-2017-164147";"2017-02-02";"2017-02-05";"First Class";"DW-13585";"OFF-FA-10002780";"United States";"East";21.0;9.0;0.0;7.0;2.33;33.33
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-PA-10001804";"United States";"West";20.0;3.0;0.0;10.0;6.67;50.0
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-PA-10001736";"United States";"West";35.0;1.0;0.0;17.0;35.0;48.57
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-AR-10001149";"United States";"West";12.0;4.0;0.0;3.0;3.0;25.0
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-FA-10002988";"United States";"West";4.0;2.0;0.0;2.0;2.0;50.0
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-BI-10004781";"United States";"West";76.0;3.0;0.0;27.0;25.33;35.53
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"OFF-SU-10001218";"United States";"West";66.0;6.0;0.0;18.0;11.0;27.27
"CA-2016-145583";"2016-10-13";"2016-10-19";"Standard Class";"LC-16885";"FUR-FU-10001706";"United States";"West";43.0;14.0;0.0;21.0;3.07;48.84
"CA-2016-110366";"2016-09-05";"2016-09-07";"Second Class";"JD-15895";"FUR-FU-10004848";"United States";"East";83.0;2.0;0.0;10.0;41.5;12.05
"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-AR-10000940";"United States";"West";9.0;3.0;0.0;2.0;3.0;22.22
"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-EN-10004030";"United States";"West";11.0;3.0;0.0;5.0;3.67;45.45
"CA-2017-106180";"2017-09-18";"2017-09-23";"Standard Class";"SH-19975";"OFF-PA-10004327";"United States";"West";144.0;3.0;0.0;69.0;48.0;47.92
"CA-2017-155376";"2017-12-22";"2017-12-27";"Standard Class";"SG-20080";"OFF-AP-10001058";"United States";"Central";839.0;3.0;0.0;218.0;279.67;25.98
"CA-2015-110744";"2015-09-07";"2015-09-12";"Standard Class";"HA-14920";"OFF-ST-10003656";"United States";"West";672.0;7.0;0.0;20.0;96.0;2.98
"CA-2014-110072";"2014-10-22";"2014-10-28";"Standard Class";"MG-17680";"FUR-FU-10000521";"United States";"East";94.0;4.0;0.0;13.0;23.5;13.83
"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"TEC-PH-10000215";"United States";"Central";384.0;11.0;0.0;104.0;34.91;27.08
"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"TEC-PH-10001448";"United States";"Central";150.0;3.0;0.0;6.0;50.0;4.0
"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"FUR-CH-10000454";"United States";"Central";1952.0;8.0;0.0;586.0;244.0;30.02
"CA-2016-114489";"2016-12-05";"2016-12-09";"Standard Class";"JE-16165";"OFF-BI-10002735";"United States";"Central";172.0;5.0;0.0;81.0;34.4;47.09
"CA-2016-158834";"2016-03-13";"2016-03-16";"First Class";"TW-21025";"OFF-AP-10000326";"United States";"West";158.0;5.0;0.0;18.0;31.6;11.39
"CA-2016-158834";"2016-03-13";"2016-03-16";"First Class";"TW-21025";"TEC-PH-10001254";"United States";"West";203.0;2.0;0.0;15.0;101.5;7.39
"CA-2015-124919";"2015-05-31";"2015-06-02";"First Class";"SP-20650";"OFF-PA-10001950";"United States";"West";58.0;7.0;0.0;26.0;8.29;44.83
"CA-2015-124919";"2015-05-31";"2015-06-02";"First Class";"SP-20650";"OFF-PA-10002254";"United States";"West";106.0;4.0;0.0;49.0;26.5;46.23
"CA-2015-124919";"2015-05-31";"2015-06-02";"First Class";"SP-20650";"OFF-ST-10001590";"United States";"West";81.0;6.0;0.0;21.0;13.5;25.93
"CA-2015-118948";"2015-05-28";"2015-06-03";"Standard Class";"NK-18490";"OFF-AR-10001547";"United States";"West";7.0;3.0;0.0;2.0;2.33;28.57
"CA-2014-104269";"2014-03-01";"2014-03-06";"Second Class";"DB-13060";"FUR-CH-10004063";"United States";"West";458.0;2.0;0.0;51.0;229.0;11.14
"CA-2016-114104";"2016-11-20";"2016-11-24";"Standard Class";"NP-18670";"OFF-LA-10002475";"United States";"Central";15.0;2.0;0.0;7.0;7.5;46.67
"CA-2016-114104";"2016-11-20";"2016-11-24";"Standard Class";"NP-18670";"TEC-PH-10004536";"United States";"Central";945.0;7.0;0.0;236.0;135.0;24.97
"CA-2016-162733";"2016-05-11";"2016-05-12";"First Class";"TT-21070";"OFF-PA-10002751";"United States";"West";6.0;1.0;0.0;3.0;6.0;50.0
"CA-2015-119697";"2015-12-28";"2015-12-31";"Second Class";"EM-13960";"TEC-AC-10003657";"United States";"East";54.0;2.0;0.0;1.0;27.0;1.85
"CA-2016-154508";"2016-11-16";"2016-11-20";"Standard Class";"RD-19900";"OFF-EN-10001990";"United States";"West";28.0;5.0;0.0;13.0;5.6;46.43
"CA-2016-113817";"2016-11-07";"2016-11-11";"Standard Class";"MJ-17740";"OFF-BI-10004002";"United States";"West";28.0;2.0;0.0;10.0;14.0;35.71
"CA-2014-139892";"2014-09-08";"2014-09-12";"Standard Class";"BM-11140";"OFF-AR-10004441";"United States";"Central";10.0;3.0;0.0;3.0;3.33;30.0
"CA-2014-139892";"2014-09-08";"2014-09-12";"Standard Class";"BM-11140";"TEC-MA-10000822";"United States";"Central";8160.0;8.0;0.0;-1360.0;1020.0;-16.67
"CA-2014-139892";"2014-09-08";"2014-09-12";"Standard Class";"BM-11140";"OFF-ST-10000991";"United States";"Central";276.0;3.0;0.0;-59.0;92.0;-21.38
"CA-2014-139892";"2014-09-08";"2014-09-12";"Standard Class";"BM-11140";"FUR-CH-10004287";"United States";"Central";1740.0;9.0;0.0;-25.0;193.33;-1.44
"CA-2014-139892";"2014-09-08";"2014-09-12";"Standard Class";"BM-11140";"OFF-AR-10002656";"United States";"Central";32.0;6.0;0.0;7.0;5.33;21.88
